label,review
neg,low budget some good action scenery otherwise pretty low budget movie only recommended diehard horror fans
pos,good movie horror film youre going buy turistas expecting see hostel eli roth type film going towhat will see good well acted action packed movie pretty people beautiful scenery some blood much premise horror its more like vacation hellover all liked movie recommend someone looking hard core horror gore film just good suspenseful action movie
neg,umno ok hate burst anyones bubble about moviebut says cover better scarier movie than hostel umno actually enjoyed up point where got into house got dark point movie took place nothing darkness could tell what happeneing who who annoying movie pissed me off dont waste money thank god only paid few bucks complete waste time eww
pos,love movie josh jackson looks real good liked movie cuz guy sayin all stuffforgot his namethe 1 red hairhe reminds me friend really enjoyed all 3 movies
neg,movie spawned nhl franchise leave disney captilize name one kids flicks well good what wouldnt watch again though wasnt memorable sandlot goonies itll do
pos,hockey love hockey movie funny love hockey love movie love hockey youll love movie
pos,film my childhood first saw film when younger summer activity centre day bugged my parents until bought me owned video several years constantly watched when came out dvd jumped oppurtunity purchase story about lawer who put charge hockey team his community service assigment gordon hates kids he hates hockey when gordon child he used play hockey he going good coach he could just get over fact he doesnt want there film laugh minute childish humour still makes me laugh now
neg,uhmmm forgotten how much inappropriate language one unfortunately started my kidswont make mistake again next time ill check pluggedin even watched before
pos,young hockey fans my 6 yr old grandson loves movies my kindle fireand hockey fans all ages family love mighty ducks movie becoming classic plus ordering movies kindle fire fast easy saw movie theater years ago just fresh fast paced much fun small screen movie theater he watched together laughed lot
pos,good family movie movie funny parts good lesson kids dont take life too seriously fun once while win just having funwith moral mind movie one appropriate all ages there some mild mischief movie language never crosses mild pg range enjoy goofy movies fun ending movie
pos,good hockey movie good story line hockey movie fun kids watch always good one bring up when around high school hockey players movie all kids seen lives enjoy watching hockey
pos,dont know hockey one things like best about these movies about major league series well nonnorth american someone who doesnt follow know anything about either these sports can still enjoy these movies even learn something often feel underrated how clearly communicate underlying foundation story which sport its rules tactics language without sacrificing entertainment value there reason why mighty ducks movies keep getting repeated australian tv inoffensive pure entertainment
pos,familyfriendly hockey fun youre looking good hockey movie kids can actually watch disney vehicle starring emilio estevez actually pretty decent estevez plays hotshot minnesota lawyer former youth hockey star gordon bombay who gets popped dui sentenced community service his assignment coach hapless youth hockey team made up misfits wrong side tracks its been called bad news bears skates mighty ducks little too saccharine comparison can get past all shameless tieins nhl franchise disney once owned theres some good hockey action positive messages about sportsmanship teamwork believing yourself coming grips past mistakes especially final scenes when unheralded ducks play league championship against archrivals hawks team led bombays ruthless former coach avoid movies two sequels which dont measure up
neg,what happened ray j ray j ray j whats goin album crap theres about 3 songs good beats em ray js vocals just screw up theres nothing great about album ray j
neg,what happened man previewed album although some songs pretty off hook really ask what happened mani remember first hearing him sing episode his big sisters hit sitcom moesha about 10 years ago he terrific fastforward 2005 hear one wish he whined cried his way through entire songalthough songs pretty good his voice just deteriorated some how im sure what happened
neg,please make stop im sorry ray j cant sing worth damn everytime one wish comes radio change station its too painful listen cant believe let one get past studioplease make stop
neg,career advice ray javoid recording studio aside fact only trying get cut he did rkellyquit actin wasnt paying cat no musical mindray j vocally tone challengedhe cant make up his mind who attempting jack singerone minute he wants some rkellythen usheromarionetcproblem dude aint much singerso surprised hear any record company actually gonna give him solo dealbut anyway got song wantedtunned out restmaybe he lucky he can get gig upn networkwait minute heard he got something linned up well stick itstay out music lab
pos,rayj grown up im feeling album he really stepped his game up lot intro song even hottmy favorites would one wish keep sweatinlets play house melody sexy anytime what need songs didnt really care unbelievable dont like song exotic thought song would different war over even though rayj brandy collabos usually hott aint feeling song album
neg,hes quite there yet apart some reasonable songs one wish track 4 war over track 8 really didnt feel like album all there honest havent really taken time listen most tracks hindsight wouldnt bought cd his talent clear little more tweaking studio may warranted
neg,horrible out whole cd ray j just good song called one wish cd mixture songs dont make sense he shouldnt singing would recomend cd anyone
neg,one wish amazon would allow vote using negative stars while subject radiation maybe chemotherapy would less painful traumatic listening garbage
pos,ray j stepped his game up dont care what anybody says album tightits cd can play beginning endwe all know ray j does best voice infact he cant sing all give man some credit he did his thang albumi dont get why didnt sell cause my opinion should top ten charts its very underratedso wanna listen some real r b music pick album up
neg,why ray j thug well his image all fraud its insufferable listening all his whining even r kellys presence quit actin mya sexy enough save garbage ray j take hint quit actin yourself while stop singing too
neg,one wish id make guy go good listening raprb station just see what crap would play well some rb rap good literally most annoying songalbum year one wishif one wishif one wish wanna kill person who wrote song
neg,pure rated garbageprg great album rayj lacked whole lot my sister wasted her money all dont like first album much better second dont know wait minute hot wouldnt take last copy off shelf would recommend r b fan only song there hot what need blue high heels one wish
pos,world aint ready 4 ray j album one ray js finest works its gritty its honest his vocals real when youre true artist understand making song always about hitting right note its about feeling behind lyrics world obsessed perfection theyre just ready man wont let him grow up one wish gorgeous track war over one my faves love when ray bran sing together overall message outstanding he seemed extremely mellow track anytime super sexy sensual what need exotic also great when get last track centerview itll blow ya mind its gritty honest sheds some real light mans ability move audience overall album worth every penny spend because sounds nothing like regular mindless stuff hear clogging up airwaves today
pos,love ray j soul love cd much hes really grown up hes only about year older me hes still sexy he can sing sing sing love majority his cd love blue high heels melody one wish war over featuring his sister brandy hes stepped his game up hes little boy anymore like rnb good sounding music go out cop cd its real slow jam banga im lovin hes sexy now too hes grown up think his cd underated most people like soul rnb hip hop all rolled into one will love cd guarantee youll playing regular know iam its one my favorites love love he such great vocal range great body too like soulful great fun love music get cd stop hatin brotha makin some good tunes can really groove cause im lovin give all 5 stars
pos,knew knew he would do long over due people stop looking ray j brandys little brother his own individual person give album five fat stars like whole cd my favorite song melody its exactly about title love song too because am singer too love music get where he coming song beautiful
neg,noise pollution every time hear song one wish makes me want throw up hope he never makes another cd
neg,worth only paid 23 thankfully boys alternate universe milford ct decent people let me exchange book krazy katim pretty huge fan spiegelmans work even breakdowns published 1977 1997 like book seems believeaside other errors largely padded he spent nearly page explaining what holocaust furthermore information spiegelman mainly gleaned his comics basically means any fan spiegelman wont learn anything new there some interesting quotes few tidbits taken various interviews spiegelman really nothing new meits redeeming qualities few photos hadnt seen before images primarily panels comics spiegelmans also fairly extensive summary history comic art thats exactly why person would buy booksorry mr forget unimpressed
neg,described package says one size fits most queenwell what heck most queen because 1x 3x too different sizes am 1x didnt fit over my curves
pos,good stuff product cute just what looking very helpful when called asked question prior making my puchase
pos,want more interesting experimentgreat subject great acting great soundtoo short however too short presence my beloved zaraawaiting morethe dvd also contains beautiful interviews ian hart stephen lord elaine cassidy delight fans her
neg,dead arrival normally would never buy anything harman kardon dvd player sell 10000 30000 well guess get what pay set up player placed my first dvd knew trouble when hearding whining grinding sound wasnt too amusing what even less amusing nice blank tv screen tried another dvd just make sure wasnt problem dvd got same whining grinding sound blank tv screenit wasnt worth mailing back either time money went down local best buy bought myself nice sony dvd player been working greatim waiting take my hk dvd player outside reenact scene office space where guys beat crap out printer
pos,most understated guitarist time blues saraceno nothing short demigod when comes musical genius his approach music its entirety amazing say least he replaced my past favorites now stands proud top while he fast vai satriani his phrasing majestic his tone unprecedented unmatchable surprising say saraceno cut all these tracks his own home studio ages 1623 will understanding what am talking about when hear albumn buy cd revel its beauty spread word blues saraceno
pos,greatgreatgreat there should warning label cautioning drivers listen drive youll get lost beat end up ticket five stars isnt enough
pos,magums finest magnums vigilante most commercial sounding album might well finest effort ever some would say its time typical some will say little common early magnum well might case fact album very good strong material well performed well produced magnum deliver quality rock lot melody start end get rockers well ballads magnum included single filler solid album highly recommended
pos,could best yet some ways think bebels best album date her music album exudes sensuality sex appeal relaxed mellow way am amazed some fellow reviewers did feel listening album counted 2 soso songs out whole entire album rest album awesome hence why give 4 instead five stars looking back her other albums found there always few songs just soso compared other songs album she again beautifully fuses electronic organic elements album she shifts between slower more intimate songs like close night day more festive songs like cadaca great os novos yorkinos one my favorites all all think songs well arranged bebels sounds great always should buy liked her other albums
pos,quiet nights momento continuation gilbertos bossa nova lineage near perfect production shouldnt minimized gilberto creates moods backed rhythm song she hasnt done better than disc really perfect marriage tanto tempo its gorgeous follow up bebel gilberto pleasure seeing her perform symphony orchestra few months ago songs here alive shimmered orchestral backing bebel herself sublime true talent will around years comethe shine dried electric leaves
pos,bebel gilberto does again along ceu she one my favorite brazilian singers say bought one more hoping best after her previous releases thought myself well cant get better than while maybe cant say she improved still up there rest her releasessoft vocals over almost african rhythm just blend together well yeh quality lounge music music summer long lazy days having drink friends just being alone after hard day long driveprobably only thing dislike cd when she sings english give me portuguese any day
pos,yet another solid collection wouldnt all surprised release bebels third receives mixed reviews its flaw first two tracks weakest songs cd hard believe knowand 2nd track supposed hit single starting track 3 close through til end its consistently strong varied material closer spirit bebels 2nd release bebel gilberto than tanto tempo more focus brazilian music than electronica though admittedly cade voce does recall insipidness opening two tracks said theres none soaring intensity bebel gilberto memento comparison rather laidback understated affair um segundo entirely acoustic recorded live studio nyc one handful standout tracks reminding me how much id love back bahia
neg,disappointing ouch major slip following first two releases which love last two tracks cade voce wordsare almost noteworthy quite save money one unless collector oh well maybe next time
neg,real disappointment stumbled upon bebel bookstore her first album rejoiced when found second when listened could hardly keep myself away listened album first would dismissed bebel immediately worthy listening her cut night day sounds like she drunk her instrumentalist joined partying there few good moments when real bebel seemed like she would make appearance these quickly faded would purchase fourth cd without listening its entirety first
pos,good album bebel up date still remains my favorite female artist she continues do what she does best album thats make deep sensual music though personally isnt my favorite album shes made however songs momento close azul cade voce my opinion more rare gems bebel added her already popular arsenal great bossa nova music any true fan hers would satisfied her overall performance album keep up bebel
pos,ultra force field jacket real deal wore one when riding my motorcycle europe during winter field jacket liner undersweater 28 degrees still comfortable great investment
pos,fabulous customer service gomadic brand product does job seems well made gomadic web site which provided customer service top notch either misplaced didnt receive exchangeable tip ac charger when let know more than helpful new tip my hands almost instantly singular experience me buy online often
pos,teenage tragedy phenomenon some inexplicable reason teenage tragedy pop music phenomenon late fifties early sixties singledisc collection hits all highlights last kiss teen angel endless sleep tell laura love her patches leader pack all went top ten apparently sad tales adolescent woe werent detrement chart success only real clunker here goofy parody leader laundromat surprisingly song went no 19 while leader pack still charts like good cry now thenor just need reminded all pop hits sunshine rainbowsthis album recommended
neg,example silly science fiction miss pickerell spinster cow love rocks very old car story opens her taking her nieces nephews fair exhibiting her rock collection there she meets mr haggerty gives him ride turns out mr haggerty navigator space flight mars ship currently parked miss pickerells pasture upsets miss pickerell her curiosity overwhelms her major mistake she replaces mr haggerty flight marsthis story generally silly science fiction crew demonstrates incompetence point where miss pickerell come rescue read book first time when elementary school even found laughable there many books young person far superior descriptions space flight
neg,coffee table book good ideas no plans detailed design youre looking finnish fireplace design book look picture book showing how finnish fireplace design can fit into home decor containing any plans technical information disappointing
neg,dvd quality im getting very angry some these companies releasing very poor quality dvdsid give my life could been very enjoyable spent little time fixing up some areas movie goes dark light dark light gets very annoying theres crackle popping sounds through out movie
neg,mehive better ive used lots lip cheek stains great result unfortunately one gave two stars because price getting what pay texture really waxy natural looking other products did look okay when first put doesnt blend incredibly well rubs off within couple hours id spend some more money get something bit higher quality
pos,quality quality product brio puts out great wooden train track wooden well made held up many years use homethe more different sizes items track more track can change simple circle large fun track several sets these play homei would probably buy these after bought some extension kits more specialized track pieces after some smaller pieces available purchasewell worth moneyenjoy
neg,thomas train tracks good product highly overpriced 10 four pieces track
neg,moorcocks best blood book seems too many interesting ideas sadly never focuses any one long enough become interesting too many elements seem been tossed without having any impact story stretching suspension disbelief beyond all bounds attempt nonlinearity simply creates jumble while ultimately having certain underlying logic very entertaining engrossing read
neg,mediocre been reading moorcocks work ever since encountered his creations while playing rpgs early nineties suffice say moorcock seems nothing more add his chaosspawned mythology other than obviously mediocre book old hands will probably notice allusions eternal champion concept which all circumlocutions alas almost put him par those lame formula writers his blood just fails churn mine
pos,great value priced cd saw tv show long ago everly brothers concert hadnt really ever though much about before my time however really liked couldnt get song till kissed out my head bought cd my girlfriend come find out lot songs liked heard never really paid much attention too didnt know sung its great cd money do hate ecofriendly packaging
pos,best everly brothers album will ever need long ago californialand heard last everly brothers hit wings nightingale 1 time knew took me about 20 years find album really like good music tight harmonies good guitar work words can understand little bit country early rock still bitchin freshupdated sound nightingale stop right here get album enough said
pos,everly brothers these brothers early rock favorites teenage crowd kinder gentler time most teens today would consider boring messages still relevent just younger group still love music can actually understand every word say very catchy tunes even my granddaughters will play cds occasionally theyre early twenties recommend cd because all best songs
pos,nba 2k3 vs nba 2003 unlike other reviewers ill compare two best bball game market ya got bothgraphicnba2003 better graphics smoother movement brighter texturessoundnba2k3 cuz espnvalue2k3 hands down dont know why last longer online play nuff saidgameplay 2003 more casual friendly which means even youre into basketball could still find some fun here innovative freestyle right joystick control its deffinitly funnerwhile 2003 could funner shorter amount time 2k3 real winner took time seasons which ones better really matter taste
pos,2k3 same playstation2 verison love all ov 2ks better graphics playstation2 good gane overall
pos,sega sports rules best basketball game out theremost realistic challenging funstreet games great addition
neg,dont believe hype reason bought game beause all great reviews here game web sites all hear its best bball sim out there well thats bunch bs dont know how many times playing kobe shaq iverson etc ive gotten my shot blocked even fade aways bench player shaq get miss match 6foot guard try backing him down well cant seems shaq isnt strong enough plow his way through 6 footer lol when make him spin basket press shoot 9 times out 10 he doesnt go dunk instead he throws up some off balancefade away crazy looking shot gameplay challenging good way guess will try nba live
neg,complete piece junk piece equipment aweful doesnt work period just look tech support webpage ads own judge
neg,piece grabage stay away about 20 hours invested thing does worki am running new install xp new pentium 4the only good thing about package third party ulead software included ads software continue get errors when try playback videoadstech capwiz application encountered problem needsto close second pc tried install same story followed instructions over over again what waste time money
neg,does work properly company no help dvd maker easy setup one doesnt work properly while converting am getting interference unit both tv computer which shows up copy there 18 inch distortion bottom preview screen also shows up copy sound sync tried contact company phone left messages instructed no call back sent email tech support went unanswered too finally contacted someone company explained my problems returned unit per instructions repair received back after 3 weeks still doesnt work contacted tec support again told download updated programi latest version installed did anyway without any better results my suggestion pass unit
neg,problems drivers syncing dont buy drivers xp gave trouble fewer problems win mehowever baby problems syncing sound video check all forums web problem everyone hasdoesnt look like ads about fix any time soona definite dont buy
neg,bad happy product lots problemsnot work all me person who computer nam look everything he get either
pos,ads works fine1st time few problems installing these units two different pcs capwiz somewhat flakey v20 timesand requires exiting reentering capwiz programi found utility work best unit inplace ofthe video studio unit does fine job capture process andcreates presentable mpeg1 svcdmpeg1mpeg2i found vcd resolution encoding less than ideal
neg,good piece hardware c software terrible tech support product good idea however software easy use unless very powerful pc get installation right first time youll trouble included documentation little help tech support dead end mention arrogant
neg,xp 17gig p4 running xp found product very unstable which nice way say doesnt work hardware would always hang my computer no matter which software used also note clueless tech support my maxtor hard drive cause sound video being out sync when reinstalled xp using western digital drive sync problem went away instability believe microsoft when say use unsigned driver may make system unstable
neg,worst ever would rated minus 5 option neither instant nor dvd took 2 weeks intensive work try get workit never did even reinstall windows xp tech support never got back me time finally give up its too late return will make homocidal dont waste time energy
neg,instant piece junk more like unable get driver win xp pro work when problems went back erased my drive did clean install win xp twice second time very careful about order which loaded driver no avail applications came kept hanging never worked instant dvd total piece junk regret wasting much time product does seem been tested win xp contract pinnaces product installed pimmance pctv pro easy install works like charm
neg,usbav700 software wouldnt load unable get usb drivers item install correctly email company went unanswered except auto reply phone numbers always busy returned unit store purchase refund
pos,wonderfully inspirational youve ever wondered what about past love book great read
pos,bravo though some works here better than others such milagro integral ms pita offers enough variety masters stroke most tastes will satisfied
pos,snapped right into my 03 accord pretty good product fit nice tight doors my 2003 accord without having drill any holes gave 4 stars instead 5 because do some customization get tight seal around speakers 5 14
neg,ones loser maggie shayne can certainly write one loser difficult warm up hero heroine edie former lingerie model cold colorless she returns her home town buys up property wade always wanted because he ticked her off neither adult nor endearing he other hand typical alpha male who case jerks off while looking her layouts lingerie attractive trait either these two people just likeable edie dumb its scarey while shes being stalked she buys isolated piece property scene where her sister being tortured far too explicit category romance more appropriate mainstream thriller rest edies family far more interesting than main characters overall disappointing nice
neg,much heartache when evie brand comes home laan exmodel running stalker she seems get wrong side wade armstrong someone whos been love her since high school someone whos help she needs wants even though she does want admit second book allgirl brands series s goodit does hold all way through only picks little end cant feel whole lot empathy characterthe heroine just self centred boring cant see what hero sees her besides fact she model hero deserved better
pos,comidy thriller jessie woodsmy great great aunt such wonder histerical life her facinating stories her early life wing walker been put book couldnt been written any better would recomend book any one who looking good laugh some teeth gripping tales o walking wing
pos,grat book must those wanting know about growth civil aviation 1920s beyond
neg,worst hockey game worst hockey game made season game looks like made eighties rented hitz gave me accident played about twenty minutes disgusted didnt touch again wouldnt recommend game anyone except very last resort after bout five minutes playing counted three animation glitches five sound ones game horrible my family who doesnt know much about games even thought horrible been three rental stores four different department stores highest highest anyone gave 410
neg,certains bugs viennent tout gacher le jeu est bon mais comporte des bugs sur xbox live les statistiques ne sont pas compiliees correctement sur xbox live perd la connection de temps autre et une deconnection compte parfois pour une defaite bon jeu 1 joueur mais pas fort sur le live
neg,widowing mrs holroyd book received reprint collection univesity michigan library prepared hp unreviewed unedited digital scan which may show library use shuch stamps scribbles margin notes addition may errors which origin digital scans printing errors including missing obscured upside down pages my copy included 9 blank pages one library stamps one filing code pages 18 through 59 improperly croppedi think customer should receive caviat book quality going charge 1099 friend mine able purchase good quality copy title ebay 499
neg,waste money time bought cd been disappointed day one first all there only 200 questions per section 5 sections which means will through cd less than weeks timeyoud better off buyng book set instead well when take mock exams will soon discover cut corners once again recycled questions previous sections into exam does test knowledge tests ability memorize when youre done exam can look which questions got right wrong careful because once quit cd all info lost youll never get see precious exam marks again all all thoroughly dissapointed my purchase would been better off without way havent even written my board exam am blaming cd poor exam resultsyet
neg,couldnt get got no traction all book counting friend who also bought sadly his reaction same im going take another run
neg,two discs wont play discs 6 11 wont play big damaged spots can see through discs humbly request replacement refund
neg,ick expecting author continue some dickensian darkness magical whimsey darkness certainly deliveredand heaping doses vulgarity boot dry read most certainly reminiscent tone christmas carolas one led expect books abstracti stopped reading after fourth chapter havent missed all
pos,very imaginative mysterious did ever wonder what may happened tiny tim cratchett family old mr scrooge bayard answers question very imaginative mysterious way part historical fiction part mystery part psychological thriller book wonderful read
pos,brilliant read book over summer good kept putting down didnt want end dickens tiny tim now all grown up 23 1860 living london brothel where he teaches mistress how read write exchange board he discovers three dead girls died unusual way he sets out find out how why include colourful cast includes street urchin italian orphan youve got yourself fantastic brilliant read easily one best books ive ever read
neg,avid reader boring book should been short story am shocked people liked much
neg,tiny tim adulthood mr timothy novel disappointing its lack clevernessi always look tidbits humor found nothing much angry immage tim adult
neg,one worst book one worst ever read thought going inspiring life tiny tim christmas carol story instead raunchy totally boring shame reviewers who lured book club praise book christmas season couldnt even finish never finished book over 30 years blah
neg,disappointing slow dark brooding those nicest things could say one very few books truly wished could return get my money back love historical mysteries didnt care what happened one because characters uninteresting
pos,couldnt put down bayard dickens his characters plot propelled me around victorian london character mr timothy drawn complexity defies prediction his actions two children he partners feel true charm courage dickens gave children he wrote about one cares what happens all assure much does happen found myself savoring last few chapters dreading time when would reach back cover part company fascinating group
neg,really memorable story read book couple months ago cannot remember much about book being totally forgetable mr timothy could mr fred there wasnt much point him being tiny tim just plain old story big disappointment
pos,pea pod babies book great condition great story seller neglected include personal note inside cover
pos,dutchman enjoy history historical fiction terrific having grown up nyc area found historical aspects very informative plot complex engaging after reading book maan myeyers went read entire series very good read recommend
neg,wrong poster poster received okay its one planet earth written italics along bottom instead earth really would preferred one chose spend money especially since can buy one mistakenly got 83 instead 5ish however shipping fast poster spotless
neg,wrong poster sent similar incorrect poster only about half cool missing nasa sign upper left corner well earth solar system lettering instead there words planet earth written italics number fake stars added background picture earth same rest poster just doesnt compare what shown here
pos,ricky martin live review excellent very hot hot hot brought back many memories concert saw november 99
pos,glad finally found remember watching tv taped somewhere along way lost tape finally found here fantastic show must anyoneno caveats just anyone who likes music
pos,ricky martin best ricky martin best dont ricky great voice his songs very well written hes very handsome too
neg,doesnt work wear glasses look thru pinhole get sighting cant see thru pinhole wear glasses take glasses off can see thru youre nearsighted like me wont able see very far distance tell what youre sighting
neg,huh never given movie 1 star before here woman fifth offers very little way plot relevancy matter characters flat dull dialog less than inspiring movie about nothing literally there no back story any characters no motivation actions lack there nothing just nothingness ends thankfully
neg,enigmatic moody pointless poo save money time nonsense attempting arty important id also forgotten how dire actor hawke save time there no explanation direction honey boo boo better writin
neg,happy read book much better very disappointed movie book great anticipated movie would well especially after seeing who going star movievery disappointed slow moving movie lots missing
neg,should stayed fourth attracted movie stars read book view movies basis perceived entertainment value unfortunately one very entertaining nor very believable even socalled psychological drama its first time ive ever been disappointed kristen scott thomas save money
neg,stine been using exuviance products couple years now been very satisfied feel found my skin care products intend use future unfortunately bad experience when ordered products amazoncomthrough dealer called impossible discounts rejuvenating treatment masque hydrating eye complex clarifying facial cleanser all three products dirty did come any outer box sealing actually products looked used sent complaint exuviance got any reply now two months since sent complaint am afraid will buy exuviance again nor buying amazone again after incident
pos,cheap backup there fancier lighter more comfortable more adjustable headlamps one puts out enough ligh find way dark sooooo cheap
pos,handy better yet heady flashlight want hands free use head when crawl under desk connect computer now can see what am doing use glowing screen my cell phone make calls cast blue haze cables works well when am wiring closet myself now light need two hands free
pos,interfaith symbol charm order came timely manner perfect condition greatly please service product
neg,minor book everest tragedy lene probobly very upbeat interesting person book choppy doesnt grip like some other booksif all other everest books go ahead get youll enjoy high exposure breashears climb anatoli b much better
neg,wrong category book about climbing which found kinda funny book about mt everest book about ms gammelgaard proving herself she could first nordic woman set foot chomolungma big deal maybe can call tale driven achieving lady who singlemindedly pursues goal will learn nothing about what happened may 1996 about what being mt everest like even close krakauers boukreevs books same topic buy those instead
neg,save money feel interested reading book suggest save money wait till find garge sale quarter read only when its one those days where just cant find anything else readshe claimed been mountain climber before everest yet she ask other people what she needed purchase climb would think mountain climber would known what purchase far equipment neededshe talks zen responsibility turns around inform readers how sandy pittman having affair going her tent how anatoli boukreevs girlfriend tiptoes each afternoon his tent spend night him ask myself wonder whose tent she tiptoeing sexy green underware she speaks her book hmmthe book nothing do mountain climbing what interested
neg,boring selfindulgent drivel another woman who actually reached summit mt everest found book nothing more than selfindulgent new age drivel gammelgaard offers no insight into why disaster happened virtualy ignores other climbers who everest day book none gripping suspense into thin air none factual reporting climb im happy gammelgaard survived she should turn her attentions things other than writing one worst books ive yet read
neg,selfabsorbed garbage all been written about 1996 everest tragedy errors weakest piece consists mainly diary excerpts authors commentaries only insights reader into mind enormously driven selfindulgent selfabsorbed person reading book waste time money
neg,book worth money dont buy book like lot summers blockbuster movies enjoyed major buildup did live up its hype full ego ultimately left me wondering why bothered finish
neg,just attempt cash 96 trajedy everything needs said said into thin air climb
neg,yawn wake me up end excited come across lene gammelgaards book love read about women who share my taste adventure imagine how disappointed find ms gammelgaard could write about anything outside herself yes know personal account climbing everest her trip solo ascent her account though would think no one else around okay perhaps slight exaggeration pretty tired ms gammelgaard far before end book additionally her writing style quite disjointed distracting find difficult believe claim she been journalist unless understand include anyone who perhaps simply kept journalif want get feel being woman climbing better try stacy allison ruth anne kocour will get much more rich detail either those along more sense community climbing
pos,most powerful account everest ever read its about time world heard womans account 1996 everest tragedy ms gammelgaard delivers most poignant moving account date unlike her male counterparts she afraid delve deeply into her psyche emotions shares reader her inspiring perspective everest greater world live
pos,excellent perspective member scott fischers team refreshing account 96 mountain madness everest expedition women who must command respect mountaineering world book inspiration those who follow dreams go beyond just setting goals life regardless what may must read anyone whos read into thin air climb other side everest id recommend catching one her bookstore appearances well
neg,hey lene did ever pay mountain madness havent read book ive read krakauer boukreev least 7 times each public knowledge lene g did pay mountain madness full fee guided up mountain ask karen dickenson maybe thats why fischers expedition few inferior radios hopefully lg paid mountain madness after fact profits her book otherwise shes just user who used fischers good nature sleaze her way into his expedition even she paid its too late zero respect her would like read her book wont buy
neg,self aggrandizing psychobabble book poorly written lot name dropping gossipy insinuations into thin air climb high exposure all better written far more interesting think she figures she refers mother goddess enough times she can pass book off feminist treatise lucky gammelgaard shes better climber than writer shed just another fossil mountain dont waste money
neg,badly written book author came across rather selfish arrogant person totally self involved there enough problems up there mt everest without gammelgaard throwing temper tantrums because scott fischer wanted her summit oxygen she frequently drew conclusions about others thoughts motivations without any basis these judgements writing boring choppy unedited grammar hopefully gammelgaard did get around paying mountain madness balance what she owed she tried convince she did fact pay full true frankly woman difficulty relating facts truthfulness could never recommend book poorly written she didnt really write about mountain climbing she wrote more about love self her own self
neg,stick krakauer what should been insightful educated insight into one higher accomplishments human turned into self absorbed effort self affirmation ego stroking dont waste nickel one
neg,all about lene after reading into thin air read everything could get my hands regarding 96 everest tragedy turned into armchair everest junkie lenes perspective her survival particular interest me because am such chicken when comes taking risks book more about who lene liked who she thought little there very little credible information shed light what she went through found distasteful she took shots those whom she accompanied collectively staked lives bid everest summit true anatoli fine mountaineer human being he only other person she respected pretty much sums up book
neg,major disappointment like several others who reviewed book found total waste time able read entire book one day kept thinking its got get better never did there no sense what drives woman no personal history which get know her certainly nothing added everest story either historically context 96 tragedy found shallow filled exclamation points made no point while certainly understand accept intuitive mind its differences more analytical perspective book did little way informing me about mountain author instead seems trite superficial filled pithy statements insinuations which discredit her perspective am however thrilled she made summit returned safely fulfilled personal quest she only wish she hadnt written poorly about
neg,boring shallow theres much shallow account 96 everest tragedy book features double spacing between paragraphs apparently make long enough considered book like reprints 3page itinerary scott fisher sent author book want great writing these events read into thin air which far superior author does very little add new insight into tragedy fact moments should been gripping when her group lost mountain amount little more than yelled each other hours stay awake could live through storm would made decent magazine article doesnt amount good book
neg,selfindulgent drivel purchased book looking new perspective tragic everest climb may 1996 sorely disappointed perhaps denmark people interested how she female dane attempted summitted mt everest however novelty any climber most everyone else woman climbing everest guided expedition nonexistent after hundreds ascents everest approaches absurdity author repeatedly mention she will first danish woman summitthose who like read selfhelp books may enjoy her spin inner game preparing everest didnt
pos,cosmological eye recommend book anyone who interested getting into miller there many great examples his works without commitment entire book henry really handle what means human
pos,love must my daughter watches daily loves just much every time enjoy alot well elmo fan world comes most recommendations
pos,helps children feel less afraid my daughter who huge elmo fan enjoyed dvd she very sympathetic when elmo afraid now points out every fire truck tells me why firefighters wear boots hat jacket can stop duck go
neg,too scary younger tots while video informative good source information older children do recommend kids under 3 4 my daughter 2 loves elmos world several other videos figured would okay wrong she now having nightmares will left alone dark because she afraid fire she even shakes fear way elmo does one point during film think subject matter too advanced her better suited older children
pos,my sons absolute favorite checked dvd out library couple months before sons second birthday knew right away would buy one home he would wake up morning beg elmo firetruck house he learned all about firefighters firetrucks bought him firetruck hat his birthday he plays while watching dvd firefighters video actual firefighters did great job teaching what do fire all love one
pos,very educational two year old twin girls who absolutely mesmorized film every day insist watching learned how handle situations involving fire without even realizing both claim want fire fighters can put out fire hoopers store highly reccomend movie any parent wanting teach child about fire safety
neg,scared stiff my sons day care showed elmo firehouse video he very scared he cried hard remove him room he 2 12 years old he still concerned most days pull driveway will show again
neg,actually available tried watch using roku weve watched other amazon content way when try watch says content available annoying since easiest way search online back search
neg,too boring my one year old loves 5 sesame street dvds ordered her one however total dud there wasnt much here keep kids interest educational value marginal best look elsewhere
neg,bad job bought video thinking would great tool teach about fires well what did show elmo scared half death about fire which he part actually show him shaking lot fear something should shown young toddlers dont understand why elmo hero afraid really upsets why take such great idea ruin beyond me there ways teach safety without scaring someone point where cannot hear what saying out fear which what happens elmo video save money one doesnt do job
neg,poor quality quality video exceptionaly poor 25 year old seems love makes me want tear my eyes out voice main character sounds like robot very annoying would look else where piano dvd
pos,very good dvd better than watching barney reruns over over video very good cartoon characters which really kept my 5 year old engaged think information little bit complex my case good thing because dont want him master dvd first time he watches think great what only wish larger series covering more about subject will say materials dvd very catchy my son loves watching there also some song choices end 30 minutes bit short seems longer wit menu all songs end there really nothing else out there like what can see
